tax_id,age,employment_duration,annual_income,credit_history_length,num_credit_cards,payment_history,late_payments,credit_inquiries,credit_limit,credit_utilization,last_late_payment_days,savings_balance,checking_balance,investment_balance,avg_monthly_transactions,avg_transaction_value,international_transactions_ratio,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,current_debt,monthly_expenses,auto_loan_balance,mortgage_balance,investment_loan_balance,debt_to_income,credit_score
470-20-1370,61.36403306864882,16.8,33578.27,1.9,1,91.7481,0,0,92585.69,0.6357,124.0,13024.43,1783.74,13539.68,74.4,32.12,0.0618,80.4916,26.4554,0.6461,1,21778.04,2320.63,104578.9,194447.85,10848.12,120.0,704
471-20-1371,51.451882653512655,29.8,27634.24,8.0,2,91.6045,0,1,48593.8,0.2561,192.0,4217.2,859.47,503.56,63.7,30.04,0.0863,75.4976,88.7998,0.8399,0,11460.48,833.34,19083.12,233570.84,89153.06,120.0,737
472-20-1372,65.7589458052863,9.3,23770.45,5.1,2,92.2881,0,0,45159.71,0.3364,195.0,5894.37,7525.75,676.07,37.4,24.18,0.2277,71.3876,68.6541,0.6307,1,11201.48,1559.13,895.58,370080.01,16617.63,120.0,706
473-20-1373,56.476436840751646,13.7,72492.58,12.0,6,94.9568,1,0,4259.72,0.2007,1.0,12749.87,1041.4,286.56,40.3,97.68,0.1867,78.7417,59.9322,0.6193,1,26029.95,4448.53,18254.4,20259.94,70899.06,120.0,756
474-20-1374,43.38843749897363,25.1,142659.71,10.1,3,81.9314,0,0,11495.66,0.132,16.0,38966.11,4860.18,8091.51,40.3,88.52,0.2579,78.9876,72.2762,0.8094,1,2123.64,5574.18,5089.99,194597.66,43718.31,120.0,808
475-20-1375,63.473313423806374,19.4,98970.14,16.1,4,76.4309,0,0,14703.87,0.1774,34.0,15042.91,2519.21,1219.83,38.0,53.69,0.3985,87.0811,69.4667,0.4955,1,8038.58,3932.54,26485.18,69496.73,15917.15,120.0,781
476-20-1376,53.236542594296935,34.8,98044.23,3.7,2,95.8611,0,2,3430.35,0.0836,76.0,33933.66,7365.53,573.88,149.5,126.44,0.0997,68.3035,38.5168,0.8043,1,7142.34,4898.79,29588.64,90617.81,41018.14,120.0,766
477-20-1377,49.05737091446413,17.4,29203.96,18.4,4,84.2554,1,0,6217.86,0.1069,3.0,5437.66,10089.43,2129.98,99.3,23.94,0.4653,68.9347,87.1997,0.874,1,19457.78,1702.8,4426.81,138922.59,74075.56,120.0,736
478-20-1378,59.80582601086144,14.1,84556.62,13.0,0,86.9761,1,1,9310.69,0.5449,120.0,3166.96,7790.25,1820.48,37.6,57.96,0.3176,76.8423,28.015,0.5703,1,30781.67,5213.52,19220.9,82406.18,34586.94,120.0,738
479-20-1379,50.26537854329617,10.9,86735.99,7.6,0,91.9097,2,3,64563.16,0.4045,365.0,5702.26,3088.44,8061.84,137.9,58.63,0.2105,66.6543,80.824,0.4748,1,21101.27,4909.64,16601.41,25859.3,5625.48,79.7679,737
480-20-1380,57.48461737954014,8.2,193473.62,15.4,2,78.8432,0,0,64018.29,0.2714,167.0,2173.67,2006.36,525.54,71.4,76.87,0.48,55.2421,73.394,0.8157,1,35054.53,7747.52,36193.29,223240.91,29291.94,120.0,768
481-20-1381,39.842891499694076,15.3,75812.86,21.0,3,76.7227,2,0,6014.03,0.2604,365.0,10005.67,2621.88,2467.59,54.0,273.35,0.2265,80.7412,84.5683,0.8356,0,45812.2,3027.5,8532.05,26880.69,1.52,107.1407,749
482-20-1382,50.48100468345514,11.8,202214.22,20.7,3,82.7647,1,0,3109.72,0.0406,133.0,4708.42,31206.01,470.18,83.6,41.98,0.3105,79.459,76.2197,0.8537,1,10533.65,9996.66,21462.46,98421.71,62546.71,95.4258,791
483-20-1383,43.90257433372189,14.7,65335.58,13.3,0,67.0278,3,1,2791.17,0.2012,4.0,3112.04,1259.06,172.47,84.0,29.88,0.2826,27.4294,64.1038,0.9239,1,5351.2,1046.55,15396.2,100801.02,3217.05,120.0,706
484-20-1384,76.24347390569937,30.4,81927.94,8.4,4,89.0135,0,0,85957.65,0.1128,219.0,12189.49,4124.5,85517.39,30.9,72.99,0.2092,64.4245,76.3931,0.5631,0,144391.96,3358.7,15542.61,137044.66,100453.19,120.0,779
485-20-1385,64.72054491296018,17.4,135322.95,7.9,1,74.659,1,0,3637.6,0.3074,36.0,3849.67,1232.07,2976.75,28.8,39.05,0.1183,48.894,53.5733,0.6721,1,25715.68,7081.66,9362.42,52613.9,21311.36,80.5505,768
486-20-1386,52.055120276414215,5.3,71344.1,9.0,2,87.6437,0,1,10310.53,0.6687,41.0,27473.76,2407.95,2660.2,49.8,48.36,0.4541,73.0704,84.6678,0.7305,1,35100.92,3207.08,884.69,139703.8,56820.84,120.0,739
487-20-1387,63.368602151647025,7.9,20741.95,7.6,2,85.858,1,2,22437.84,0.4672,66.0,19245.14,3796.93,155.95,73.1,110.52,0.0985,42.2867,70.6949,0.6806,1,2581.11,1193.47,22574.83,95712.33,111364.58,120.0,700
488-20-1388,44.043682973129805,13.7,29882.26,9.9,2,71.5913,1,0,15302.65,0.3149,163.0,97270.67,5559.06,5469.98,102.2,39.81,0.2225,41.9415,66.7071,0.4889,1,52956.83,1969.28,40040.13,408547.88,51256.29,120.0,739
489-20-1389,45.77305421194423,11.6,386632.0,5.3,1,93.6522,1,2,1852.18,0.1546,34.0,679.54,1707.26,126.86,35.9,86.28,0.02,79.1017,55.9153,0.8484,1,8340.61,18840.52,10952.8,76814.57,89922.28,48.1156,778
490-20-1390,34.627107536485454,28.2,64213.89,20.4,2,93.8932,1,0,9513.62,0.1743,113.0,7653.98,9385.61,17522.39,40.4,100.64,0.1912,85.3978,72.0934,0.9798,1,8060.81,2445.73,72407.4,112495.49,7230.25,120.0,761
491-20-1391,56.8664992406865,14.1,97371.77,8.7,0,92.286,1,0,7318.83,0.2583,26.0,7707.94,3112.96,51150.31,85.0,39.31,0.2858,75.461,57.355,0.7866,1,23475.56,5078.33,24209.35,360851.0,56747.99,120.0,767
492-20-1392,34.07158460727639,10.6,28404.44,12.7,2,57.9717,0,0,14975.04,0.5505,103.0,1023.88,1856.1,2348.91,43.1,35.06,0.2921,64.2381,65.2538,0.8949,1,66848.5,1806.67,3906.68,47723.11,832.07,120.0,703
493-20-1393,44.916216929638885,25.2,75970.32,9.3,4,49.0602,0,0,30122.44,0.3154,298.0,704.08,4687.81,3176.68,60.5,243.31,0.4934,86.6753,62.2589,0.8065,1,19759.5,3640.57,3611.36,216734.52,29481.0,120.0,734
494-20-1394,39.6360258472116,14.6,151923.11,13.8,2,71.7992,1,1,14697.52,0.3791,94.0,75686.91,2086.27,1404.06,82.6,69.99,0.2209,53.4502,73.8893,0.4606,1,124924.03,6751.04,101584.37,63667.25,9612.52,120.0,779
495-20-1395,61.03636157285502,2.8,18000.0,9.5,1,87.9421,1,2,33498.91,0.4202,265.0,2308.58,473.06,379.14,68.9,15.81,0.234,75.3317,76.0417,0.9378,1,19959.57,766.25,4726.41,217947.72,46955.94,120.0,689
496-20-1396,74.36319262433523,12.5,69303.45,3.5,1,90.5118,0,1,26536.21,0.3066,95.0,3237.59,1656.73,9079.55,30.3,39.66,0.3017,87.3752,63.8906,0.3765,1,12559.83,4038.61,24545.32,86674.05,6410.66,120.0,726
497-20-1397,58.743484661717645,18.9,68915.05,10.7,0,79.7173,0,0,16480.06,0.368,59.0,5310.86,10474.9,1476.74,32.9,56.8,0.1465,86.2391,85.2139,0.8289,1,60230.57,2429.46,76389.05,84510.31,70825.01,120.0,748
498-20-1398,56.54925530340823,10.8,75081.15,4.4,3,30.7665,1,0,41994.03,0.383,234.0,9297.14,9821.04,6602.61,81.7,38.38,0.1758,75.3264,74.9014,0.7767,1,51322.43,3035.89,31650.89,190441.27,21114.09,120.0,688
499-20-1399,52.17145713322597,19.6,263488.52,14.4,0,58.9631,1,2,22383.75,0.6129,154.0,7343.14,1546.29,31225.19,43.5,89.74,0.2348,40.8057,69.5874,0.7931,1,15730.41,17598.67,8102.04,62436.51,13089.86,37.709,775
500-20-1400,51.27158844941187,23.5,49831.93,22.2,2,75.9923,0,1,7512.17,0.3244,365.0,9767.42,1359.26,3016.01,23.7,73.65,0.0765,78.6088,16.5795,0.5335,1,10571.56,2413.85,3357.05,70223.85,41779.21,120.0,742
501-20-1401,42.64514388709948,20.4,43057.6,8.8,3,55.4697,1,0,4409.91,0.1951,143.0,30906.93,56.12,25915.73,70.0,142.29,0.0333,96.9462,89.4108,0.1829,1,288868.84,2360.47,9653.66,297099.41,28828.3,120.0,739
502-20-1402,37.421457740180365,15.5,52987.92,19.9,3,33.535,1,3,18072.67,0.2677,365.0,7822.31,2302.54,80635.8,24.4,29.73,0.0424,46.4149,64.6625,0.9074,0,14974.69,2912.27,568.0,689897.78,28654.93,120.0,704
503-20-1403,51.061739417506274,15.4,314083.19,5.1,2,93.165,0,1,5589.61,0.1415,4.0,1091.31,2131.31,1786.69,62.5,41.39,0.3973,82.4235,28.525,0.8668,1,126650.83,9801.56,27042.9,2269.93,46817.54,64.5629,791
504-20-1404,53.374887893249344,10.4,66903.84,16.1,5,52.9535,0,1,2929.62,0.622,134.0,7201.73,7669.67,195.83,22.1,83.99,0.0187,43.033,45.0845,0.8688,0,75995.5,2323.91,39275.57,77394.03,7685.72,120.0,718
505-20-1405,53.30747923172919,9.4,89780.37,12.7,0,88.6853,0,0,5202.97,0.0806,211.0,5928.8,4474.81,156331.32,17.2,76.52,0.1652,63.9156,56.0358,0.5729,1,3819.57,4091.21,14799.56,45213.83,30153.71,104.6851,773
506-20-1406,54.839879985496026,19.0,18000.0,35.0,2,52.0928,2,0,12478.59,0.6031,365.0,40213.63,1490.03,1238.18,65.8,52.21,0.2316,53.6871,75.1379,0.4224,1,72456.87,824.82,20322.84,597321.68,14825.76,120.0,709
507-20-1407,57.75483488889343,11.4,64780.55,10.4,4,72.8098,1,2,14265.73,0.3977,1.0,3586.56,1575.84,2066.68,76.9,19.52,0.2712,91.3724,41.0521,0.4908,1,94189.43,3447.24,1486.15,843813.7,42532.43,120.0,734
508-20-1408,50.63165914893503,9.7,53053.19,8.2,3,56.0992,1,0,53895.61,0.2649,82.0,13639.48,3804.99,5404.73,59.1,54.53,0.4809,62.0259,45.5665,0.7096,1,40656.11,2901.49,86309.42,410320.0,104669.47,120.0,713
509-20-1409,41.91270267757483,13.1,63884.21,19.6,4,95.3685,1,0,26775.71,0.2522,74.0,5213.63,3186.35,16552.96,50.1,72.14,0.0554,77.7377,62.9827,0.3018,0,23797.4,2611.22,15996.32,111948.14,110744.37,120.0,760
510-20-1410,54.46425204923146,13.6,47795.26,27.3,4,83.4401,0,0,3269.17,0.3429,365.0,3934.13,1314.57,1351.91,37.1,91.79,0.1567,60.2696,46.7217,0.4093,1,9310.91,2944.57,18098.4,211051.37,142288.64,120.0,744
511-20-1411,56.994505206814154,16.3,24219.88,21.1,2,76.4033,0,1,56023.68,0.3702,52.0,5047.66,19780.24,40504.26,105.6,46.78,0.2443,60.805,37.3269,0.7904,1,56077.46,1278.36,3910.71,248646.98,81638.39,120.0,740
512-20-1412,47.21865254459003,7.3,49474.52,15.1,3,77.859,0,0,9395.19,0.1768,123.0,22724.26,1335.67,700.36,41.2,109.94,0.1392,75.3247,41.3736,0.4267,0,25822.65,2147.93,4274.14,22081.45,53826.02,120.0,745
513-20-1413,57.03486732573346,13.0,172177.19,11.3,2,72.93,0,0,974.17,0.2758,134.0,9484.95,11809.98,1868.88,67.8,38.3,0.1202,75.5723,49.9051,0.4158,1,6261.76,12997.21,21179.63,804698.36,43424.61,120.0,779
514-20-1414,51.1685768338624,11.8,65295.8,14.1,3,92.0494,0,0,13293.72,0.1429,136.0,780.04,1669.61,956.15,95.9,30.13,0.218,77.7201,57.9441,0.7386,1,12027.92,2202.53,8270.45,57672.66,115151.65,120.0,767
515-20-1415,40.85370334077825,19.5,18000.0,10.1,3,95.0828,0,1,22945.47,0.766,10.0,9775.84,1938.14,1585.92,44.8,112.84,0.1367,68.4416,62.3664,0.711,1,8570.55,655.98,48257.61,114731.4,26381.73,120.0,730
516-20-1416,80.48962947934005,21.0,26315.74,8.2,2,65.6258,0,2,10036.77,0.2067,148.0,6522.83,12476.95,1360.04,49.8,153.15,0.2308,77.2213,60.2255,0.6237,1,6274.22,543.2,2354.51,47640.22,98013.08,120.0,724
517-20-1417,46.776376832861736,14.6,72881.97,2.5,3,83.064,2,0,5682.73,0.2137,100.0,7019.81,2627.01,6544.93,51.6,59.68,0.1477,94.2454,53.5281,0.6385,1,11858.46,5156.93,50102.13,134727.6,19334.38,120.0,704
518-20-1418,41.37429038229219,17.1,28474.85,9.4,1,88.4373,2,1,19818.67,0.5471,114.0,1983.16,6560.04,20569.96,57.8,85.95,0.125,32.5018,43.7112,0.4673,1,20019.41,1212.76,38135.94,24072.56,102548.1,120.0,710
519-20-1419,43.8203637976126,13.7,70519.81,8.9,0,84.4699,1,1,6221.29,0.1578,37.0,2257.76,8431.68,18669.13,22.3,64.94,0.0451,82.4318,58.9915,0.981,1,23287.06,2641.58,6631.99,212806.82,56091.54,120.0,736
520-20-1420,32.745415382805184,24.9,143642.91,11.3,3,74.6272,0,1,6255.98,0.0585,40.0,3909.81,1344.82,175.83,54.2,23.94,0.2766,33.2069,74.3515,0.6407,1,445973.96,6523.78,465.92,344420.17,73492.13,120.0,773
521-20-1421,47.48400240731863,24.6,83339.41,10.2,4,73.0931,1,0,7742.03,0.1577,41.0,3359.31,8848.2,25399.4,43.6,153.29,0.5906,67.151,72.097,0.9159,1,47410.18,3113.86,1025.42,483994.8,38720.59,120.0,758
522-20-1422,65.47066182225663,9.3,30124.6,21.8,1,71.3028,0,1,21893.06,0.4471,62.0,8624.48,6140.2,1005.0,68.8,37.08,0.1602,65.6979,48.2324,0.9297,1,26130.98,1369.32,13252.03,151354.5,11221.58,120.0,723
523-20-1423,52.01075059803274,6.2,67480.45,6.0,1,77.911,1,1,4073.71,0.3354,156.0,3738.99,1758.87,2122.37,30.6,40.03,0.2017,65.157,72.1777,0.8347,0,48166.5,3829.97,17430.44,25280.88,6825.5,120.0,696
524-20-1424,43.07054818125819,20.3,100657.03,10.8,0,79.5867,0,0,6348.26,0.3579,198.0,15094.08,3322.0,5832.95,55.2,49.6,0.1144,89.6071,76.4466,0.6466,0,8049.98,3398.44,29995.28,32394.13,28650.96,98.4435,780
525-20-1425,49.57523470798688,7.2,36008.95,13.6,4,79.5305,0,1,12930.7,0.5509,20.0,12518.22,1694.89,25223.91,19.1,25.18,0.1389,86.8648,67.0522,0.7376,0,47295.1,1775.44,62791.66,10826.12,14781.27,120.0,722
526-20-1426,34.65696683045518,25.7,28116.48,15.0,3,91.2931,1,1,1446.1,0.2276,314.0,12618.12,1293.96,570.06,74.2,63.73,0.0033,42.9859,46.3925,0.3468,0,6399.24,1411.75,3856.81,960418.96,16253.54,120.0,734
527-20-1427,49.66012083027304,7.2,56240.32,31.1,4,88.1423,0,0,3815.9,0.5306,5.0,13941.68,7484.21,3434.38,66.5,95.03,0.4301,76.1968,72.3103,0.552,1,35437.52,3128.89,13591.93,198359.21,136316.51,120.0,740
528-20-1428,47.00659455859051,20.9,177232.21,8.6,1,86.1516,0,0,4461.18,0.6058,168.0,3943.41,2365.99,13364.44,102.9,63.07,0.2094,99.5023,85.0619,0.2717,1,11671.51,7887.71,1389.74,164165.03,33305.35,118.7886,774
529-20-1429,60.19904947892046,14.1,30048.44,24.2,3,80.2767,0,0,3728.86,0.1684,163.0,11685.05,4401.16,2477.18,45.6,27.65,0.2623,75.3577,90.3138,0.7656,1,10714.76,1220.19,42718.86,7547.76,34950.68,120.0,751
530-20-1430,53.50162282799505,35.3,44100.35,15.8,0,98.872,1,0,46636.43,0.521,138.0,5369.78,12056.55,3921.78,141.9,119.21,0.2616,77.124,54.6493,0.4463,1,8903.48,3069.57,5360.47,359279.82,72074.6,120.0,733
531-20-1431,41.70945572962311,26.0,26016.2,7.0,3,86.7525,1,0,3008.62,0.2167,196.0,6588.66,4568.48,1220.61,27.2,211.47,0.4216,53.4244,66.394,0.6233,1,35876.57,937.35,6259.86,287061.28,7465.92,120.0,712
532-20-1432,59.83462535226859,6.2,35336.85,7.9,2,72.089,0,2,12464.84,0.5331,196.0,2606.88,2908.79,1682.38,35.9,120.85,0.3136,41.7968,45.8194,0.8453,1,51463.12,2281.3,6151.19,58622.02,29024.37,120.0,688
533-20-1433,64.0516470912367,8.2,54645.0,10.6,5,80.0053,0,0,2812.37,0.2799,60.0,1255.82,19838.55,3326.28,57.7,34.95,0.0359,66.5504,78.7821,0.8431,0,302983.71,3627.47,30097.35,3952.74,36768.5,120.0,736
534-20-1434,53.84454088797814,19.0,53993.68,9.5,3,89.6609,0,0,7043.7,0.2742,156.0,10074.14,5830.51,6287.64,39.6,42.13,0.2842,79.3787,74.5493,0.9115,1,15068.91,3524.49,9517.17,213541.53,1883.11,120.0,757
535-20-1435,47.90130198545118,23.4,18000.0,5.8,2,67.515,1,1,19053.44,0.1304,103.0,8175.57,10114.8,788.76,40.1,43.48,0.1297,56.103,70.7288,0.4068,1,140009.46,977.88,33682.36,675466.6,136961.99,120.0,693
536-20-1436,45.17602567874031,7.0,50937.38,1.6,3,80.8234,1,0,21466.95,0.5251,16.0,14755.38,487.94,3444.95,48.6,78.17,0.4212,85.8106,64.3312,0.9649,1,68561.63,2914.7,7591.69,192854.69,33834.15,120.0,676
537-20-1437,68.80008899050759,21.4,205941.24,13.2,2,80.9934,0,0,6595.96,0.1922,365.0,10911.93,3963.15,4071.1,44.2,36.41,0.1245,78.5005,35.3429,0.7903,1,77360.75,12603.64,11029.2,339688.27,8517.39,120.0,789
538-20-1438,52.99176572606338,15.7,66150.9,28.6,6,68.5667,3,0,30115.39,0.5334,42.0,2935.06,6034.63,2126.47,29.9,68.81,0.3047,79.6366,38.4926,0.8239,1,2584.25,4944.15,92679.58,98925.66,4729.9,120.0,697
539-20-1439,50.9372480062614,17.3,50448.72,35.0,3,78.4829,0,0,9663.18,0.558,365.0,10115.95,7379.85,47.19,36.4,60.49,0.0811,83.9036,73.9175,0.707,1,38928.18,2186.86,9265.31,36541.16,145823.65,120.0,743
540-20-1440,40.14289907516043,8.9,40218.97,26.8,3,86.2774,0,0,7616.71,0.567,170.0,5743.83,2182.22,7846.88,68.5,62.94,0.2893,74.8533,48.6246,0.8267,1,27137.48,1878.01,57442.83,399593.65,20585.52,120.0,731
541-20-1441,42.41390819068536,31.2,31361.51,6.4,1,79.6828,2,2,5295.07,0.194,293.0,5897.27,2458.18,3024.41,67.8,36.27,0.1442,87.8555,57.8573,0.8828,0,52983.1,1278.89,26599.88,60957.55,18080.14,120.0,700
542-20-1442,38.289678290547634,16.9,64526.55,6.8,4,82.5126,0,1,108752.57,0.6135,19.0,21855.32,13590.57,1736.36,43.0,75.99,0.4241,62.1006,55.1833,0.6058,0,14244.66,2551.37,7725.37,322652.79,37860.93,120.0,735
543-20-1443,47.774676488371014,11.8,82135.62,16.4,4,74.7964,1,0,12557.53,0.2528,105.0,5307.57,6200.37,358.65,79.5,49.66,0.4017,58.9238,30.3441,0.9418,1,23668.75,3699.99,25458.0,93440.56,154495.29,120.0,750
544-20-1444,44.997735085393145,12.5,202225.8,4.9,3,82.0599,1,0,2629.73,0.5432,244.0,10783.79,6611.97,2652.46,64.0,37.86,0.2,70.261,65.1612,0.838,1,44917.76,11505.07,26288.55,177266.13,7794.34,120.0,739
545-20-1445,51.41565443317251,12.0,35628.95,13.7,1,95.1455,0,0,5874.47,0.2462,85.0,8660.17,1971.44,660.13,68.2,22.28,0.3883,83.7654,47.8833,0.6095,1,53200.4,1971.76,39619.95,147033.97,5399.49,120.0,757
546-20-1446,62.20580285034862,16.6,148406.22,8.8,2,78.048,0,0,12572.05,0.462,20.0,3399.6,1113.66,17445.95,60.7,28.38,0.0855,76.4023,47.5756,0.6129,1,5289.51,5475.6,29509.18,171682.29,11325.65,120.0,776
547-20-1447,57.1024446848009,14.8,144459.02,6.0,2,31.465,1,1,21479.8,0.3772,273.0,6518.95,1534.44,572.98,45.4,87.59,0.1973,81.6824,55.1984,0.5772,1,2311.94,8450.46,27277.2,65771.81,20372.57,80.1151,733
548-20-1448,59.43158147872883,6.3,45106.59,2.4,5,94.7835,0,1,8910.51,0.5977,365.0,2362.15,675.37,190.81,38.2,107.15,0.3266,92.1961,46.2261,0.2644,1,34496.17,1793.7,30886.89,222671.8,135022.15,120.0,685
549-20-1449,61.86256753746063,5.7,35905.34,9.8,2,53.1368,1,1,8210.52,0.316,224.0,2806.87,726.65,5874.81,41.0,45.64,0.293,38.8758,77.7822,0.92,1,9373.4,2243.84,41939.92,46360.24,55640.24,120.0,685
550-20-1450,43.01420259506775,21.1,21922.94,9.3,5,72.7418,0,1,4951.95,0.3611,1.0,2500.72,33022.98,1358.1,41.5,46.44,0.3287,34.5829,83.0321,0.8222,0,13462.18,1087.06,25471.88,169552.89,180962.66,120.0,714
551-20-1451,46.318236339941485,17.9,61260.18,23.0,2,95.3988,1,0,5366.82,0.1866,92.0,31728.93,7368.93,488.15,29.1,10.87,0.1472,78.9863,59.6074,0.7597,1,28860.25,3306.97,15465.21,76558.27,1899.61,120.0,769
552-20-1452,45.13831115849784,30.2,48959.09,17.2,3,80.3069,1,0,137984.17,0.3347,303.0,30590.64,1396.42,3809.95,42.3,100.41,0.1076,71.0601,72.536,0.6768,1,358926.12,1180.58,23183.96,77241.98,23662.25,120.0,755
553-20-1453,57.71756562168446,6.8,126773.07,12.7,2,81.7405,1,1,14243.01,0.5788,365.0,12711.86,10610.45,4820.55,57.7,172.84,0.3013,72.758,62.1153,0.6138,1,844.09,6390.48,42335.31,251736.6,39358.4,120.0,752
554-20-1454,39.92429967508732,13.9,76657.17,21.8,1,65.6281,1,1,84553.26,0.2057,365.0,2851.98,7369.9,8136.45,33.4,91.75,0.1975,92.4082,67.5231,0.5515,1,15068.18,4537.63,160.88,70642.47,6855.53,120.0,737
555-20-1455,66.1779784075778,14.2,18000.0,4.6,3,40.2535,0,3,41276.71,0.2633,40.0,4075.32,7345.96,1106.28,54.0,146.31,0.2585,87.1859,35.9886,0.899,1,12514.27,1025.88,971.52,49528.8,203066.76,120.0,674
556-20-1456,45.99612777809804,3.0,57238.07,10.1,1,70.3315,1,1,10705.37,0.3899,222.0,11595.64,1093.04,498.17,80.3,29.59,0.1384,77.5293,93.5441,0.347,1,190388.69,2849.82,15647.49,183430.8,40779.03,120.0,704
557-20-1457,40.38683509143398,13.3,74208.66,13.9,0,79.3775,1,2,23507.24,0.1839,44.0,16215.28,2616.13,15055.77,78.5,47.16,0.1894,93.0513,83.4094,0.2158,1,39491.75,3013.7,3079.02,190343.86,214894.04,120.0,750
558-20-1458,46.349507580362726,19.1,50953.29,20.5,2,83.8234,0,1,43382.09,0.5061,80.0,15922.72,849.52,2060.66,75.1,47.94,0.244,83.5512,83.5156,0.5677,0,20393.05,3122.49,7507.07,105105.64,1042.86,120.0,749
559-20-1459,46.9192369198011,2.6,111687.11,25.0,3,98.4983,1,0,20225.26,0.3306,352.0,13107.27,1085.51,4131.8,50.5,33.69,0.1149,58.4006,49.3793,0.4298,0,32665.86,2315.09,17358.99,480586.78,17404.77,120.0,754
560-20-1460,48.154429240641164,24.6,40332.11,11.2,1,76.4529,1,1,11947.4,0.3639,127.0,13388.62,5781.21,902.75,26.3,116.93,0.1028,87.0691,46.7316,0.9261,1,21664.26,1316.36,25352.51,544706.15,118738.2,120.0,732
561-20-1461,48.56579991850154,7.0,123770.27,7.8,1,74.8022,2,1,10149.01,0.3822,264.0,4303.22,7719.04,5701.36,149.3,30.48,0.2005,26.2252,83.4394,0.6914,1,1870.52,4820.32,885.46,352514.6,27427.23,120.0,722
562-20-1462,61.73787319015652,17.6,40609.24,35.0,3,76.1629,1,0,5215.86,0.1758,365.0,8539.67,2319.19,628.15,54.0,66.16,0.2923,68.6989,62.838,0.5647,1,25360.53,2489.8,50533.6,244392.12,657.68,120.0,738
563-20-1463,53.17922775745706,5.4,47518.17,15.3,3,53.3982,1,0,5922.97,0.3485,32.0,20390.95,630.57,2858.82,82.7,39.8,0.2187,56.4871,86.3371,0.4175,1,25741.66,1301.62,9815.39,202245.28,12015.98,120.0,709
564-20-1464,40.30086187021311,11.4,234161.07,12.8,0,84.7244,0,1,49315.85,0.3708,116.0,324.54,15715.09,1060.62,23.0,44.93,0.1904,78.5075,61.2939,0.6012,1,1899.7,12527.37,42066.06,272732.37,149659.79,120.0,758
565-20-1465,46.74329797178545,15.6,23799.25,10.2,1,59.0496,0,0,117773.06,0.4805,87.0,18572.8,4580.1,4175.59,43.0,23.05,0.1118,73.4288,78.5121,0.8986,1,10681.33,1439.6,971.97,7813.99,67353.04,120.0,724
566-20-1466,44.894632155278266,14.0,63938.26,10.4,2,53.4139,2,0,16166.84,0.464,46.0,84944.71,1502.98,457.8,63.8,32.36,0.1927,52.649,94.5437,0.2496,1,3789.7,2810.88,13815.12,57573.03,31902.96,120.0,733
567-20-1467,50.52150637257937,5.2,76392.64,6.9,3,89.0548,1,1,23423.7,0.1919,173.0,2484.07,33967.59,6789.0,33.5,34.82,0.0703,57.2569,65.8675,0.3484,0,12072.23,4409.13,19310.94,97552.61,121864.68,120.0,712
568-20-1468,49.14401018584058,6.9,38894.62,12.1,3,86.6252,1,0,19454.0,0.569,180.0,5728.63,3035.49,54.82,47.3,100.91,0.0776,91.7491,80.5247,0.9116,1,15092.85,2031.2,36154.5,462581.65,58250.78,120.0,715
569-20-1469,70.76841976544844,8.4,83138.83,10.6,1,78.6125,0,0,39855.84,0.3587,77.0,23066.5,15522.44,543.73,35.1,44.91,0.1697,88.5829,53.1477,0.7679,1,23389.31,4098.1,20563.52,394356.72,38186.24,120.0,761
570-20-1470,59.37565286919002,16.7,100257.41,9.0,2,85.1281,0,0,3944.39,0.2178,9.0,18591.95,4020.22,2780.78,74.2,193.26,0.1637,95.4926,87.1992,0.5729,1,5953.42,4422.92,8359.03,73535.78,78602.33,120.0,786
571-20-1471,55.960830866958574,12.8,72807.01,5.1,5,61.0111,1,0,6877.43,0.8585,235.0,1140.38,3537.81,3389.41,70.0,42.8,0.2146,73.192,89.086,0.4255,1,3124.12,2270.26,23300.27,227252.78,35731.03,120.0,697
572-20-1472,34.21567642896847,10.3,68641.38,10.0,2,82.3653,4,0,10215.14,0.1343,112.0,1386.41,1528.87,2084.03,28.0,77.57,0.0908,87.7674,50.582,0.6365,0,14610.25,2537.64,65176.55,235624.15,115747.52,120.0,711
573-20-1473,58.871397819058245,17.9,86354.05,21.3,1,74.2989,0,0,2397.35,0.2184,50.0,14133.78,1966.04,676.63,55.1,10.59,0.1898,60.6937,80.6133,0.9277,1,8636.66,5013.87,5161.87,148467.01,300000.0,120.0,769
574-20-1474,35.97449749996355,17.3,35357.41,35.0,3,78.7282,2,0,6959.0,0.209,207.0,2251.93,1664.94,10298.87,22.3,85.93,0.1071,39.526,78.0133,0.7606,0,239786.88,2378.31,35656.46,38819.08,89989.45,120.0,710
575-20-1475,45.640262110581,9.3,38495.93,11.4,2,49.8925,0,0,20687.95,0.4806,74.0,1621.87,5541.55,413.39,24.8,66.89,0.0983,52.6781,87.2477,0.9211,1,9374.31,2853.9,15048.49,808851.41,22357.3,120.0,696
576-20-1476,46.70221582934389,15.1,82769.37,7.2,5,89.735,0,0,6028.19,0.7321,103.0,9957.85,4206.54,3392.3,30.3,63.83,0.1279,96.1393,91.4757,0.5704,1,22179.41,5442.63,16977.01,63231.14,46387.4,120.0,742
